"Title"	"Authors"	"Author_Affiliation"	"Correspondence_Author"	"Publish_Date"	"Abstract"	"Keywords"	"Full_Paper"
"Mobilizing selection as a factor in macroevolution"	"Authors: VA Berdnikov and OE Kosterin"	""	"No Co-Author"	"15 December 1993"	"(To access the full article  please see PDF)"	"Full Article"	"                                                   Research                                            Open Access                                                              Published: 15 December 1993                         Mobilizing selection as a factor in macroevolution                         VA Berdnikov & OE Kosterin                                   Genetics Selection Evolution                              volume 25  Article number: 577 (1993)             Cite this article                                                                                                      904 Accesses                                                                                                     1 Citations                                                                                             Metrics details                                                                                                                                      Berdnikov  V.  Kosterin  O. Mobilizing selection as a factor in macroevolution.                      577 (1993). https://doi.org/10.1186/1297-9686-25-6-577  Received Accepted Published  Full Article"
"Precision and information in linear models of genetic evaluation"	"Authors: D Laloë"	""	"No Co-Author"	"15 December 1993"	"(To access the full article  please see PDF)"	"Linear Model  Full Article  Genetic Evaluation"	"                                                   Research                                            Open Access                                                              Published: 15 December 1993                         Precision and information in linear models of genetic evaluation                         D Laloë                                   Genetics Selection Evolution                              volume 25  Article number: 557 (1993)             Cite this article                                                                                                      3874 Accesses                                                                                                     30 Citations                                                                                             Metrics details                                                                                                                                      Laloë  D. Precision and information in linear models of genetic evaluation.                      557 (1993). https://doi.org/10.1186/1297-9686-25-6-557  Received Accepted Published  Linear Model  Full Article  Genetic Evaluation"
"Genetic evaluation for a quantitative trait controlled by polygenes and a major locus with genotypes not or only partly known"	"Authors: A Hofer and BW Kennedy"	""	"No Co-Author"	"15 December 1993"	"(To access the full article  please see PDF)"	"Quantitative Trait  Full Article  Genetic Evaluation  Major Locus"	"                                                   Research                                            Open Access                                                              Published: 15 December 1993                         Genetic evaluation for a quantitative trait controlled by polygenes and a major locus with genotypes not or only partly known                         A Hofer & BW Kennedy                                   Genetics Selection Evolution                              volume 25  Article number: 537 (1993)             Cite this article                                                                                                      854 Accesses                                                                                                     4 Citations                                                                                             Metrics details                                                                                                                                      Hofer  A.  Kennedy  B. Genetic evaluation for a quantitative trait controlled by polygenes and a major locus with genotypes not or only partly known.                      537 (1993). https://doi.org/10.1186/1297-9686-25-6-537  Received Accepted Published  Quantitative Trait  Full Article  Genetic Evaluation  Major Locus"
"Phenotypic and genetic variability of morphometrical traits in natural populations of Drosophila melanogaster and D simulans. I. Geographic variations"	"Authors: P Capy  E Pla and JR David"	""	"No Co-Author"	"15 December 1993"	"(To access the full article  please see PDF)"	"Natural Population  Genetic Variability  Geographic Variation  Full Article  Morphometrical Trait"	"                                                   Research                                            Open Access                                                              Published: 15 December 1993                         Phenotypic and genetic variability of morphometrical traits in natural populations of Drosophila melanogaster and D simulans. I. Geographic variations                         P Capy  E Pla & JR David                                   Genetics Selection Evolution                              volume 25  Article number: 517 (1993)             Cite this article                                                                                                      2602 Accesses                                                                                                     125 Citations                                                                                             Metrics details                                                                                                                                      Capy  P.  Pla  E. & David  J. Phenotypic and genetic variability of morphometrical traits in natural populations of  and . I. Geographic variations.                      517 (1993). https://doi.org/10.1186/1297-9686-25-6-517  Received Accepted Published  Natural Population  Genetic Variability  Geographic Variation  Full Article  Morphometrical Trait"
"Distribution of the copia transposable element in the repleta group of Drosophila"	"Authors: O Francino  O Cabre and A Fontdevila"	""	"No Co-Author"	"15 December 1993"	"(To access the full article  please see PDF)"	"Transposable Element  Full Article  Repleta Group"	"                                                   Research                                            Open Access                                                              Published: 15 December 1993                         Distribution of the copia transposable element in the repleta group of Drosophila                         O Francino  O Cabre & A Fontdevila                                   Genetics Selection Evolution                              volume 25  Article number: 501 (1993)             Cite this article                                                                                                      1198 Accesses                                                                                                     3 Citations                                                                                             Metrics details                                                                                                                                      Francino  O.  Cabre  O. & Fontdevila  A. Distribution of the copia transposable element in the  group of .                      501 (1993). https://doi.org/10.1186/1297-9686-25-6-501  Received Accepted Published  Transposable Element  Full Article  Repleta Group"
"Multivariate restricted maximum likelihood estimation of genetic parameters for growth  carcass and meat quality traits in French Large White and French Landrace pigs"	"Authors: A Ducos  JP Bidanel  V Ducrocq  D Boichard and E Groeneveld"	""	"No Co-Author"	"15 November 1993"	"(To access the full article  please see PDF)"	"Maximum Likelihood Estimation  Likelihood Estimation  Quality Trait  Genetic Parameter  Meat Quality"	"                                                   Research                                            Open Access                                                              Published: 15 November 1993                         Multivariate restricted maximum likelihood estimation of genetic parameters for growth  carcass and meat quality traits in French Large White and French Landrace pigs                         A Ducos  JP Bidanel  V Ducrocq  D Boichard & E Groeneveld                                   Genetics Selection Evolution                              volume 25  Article number: 475 (1993)             Cite this article                                                                                                      1716 Accesses                                                                                                     27 Citations                                                                                             Metrics details                                                                                                                                      Ducos  A.  Bidanel  J.  Ducrocq  V.  Multivariate restricted maximum likelihood estimation of genetic parameters for growth  carcass and meat quality traits in French Large White and French Landrace pigs.                      475 (1993). https://doi.org/10.1186/1297-9686-25-5-475  Received Accepted Published  Maximum Likelihood Estimation  Likelihood Estimation  Quality Trait  Genetic Parameter  Meat Quality"
"Paramètres du croisement entre 3 souches de lapin et analyse de la réponse à une sélection sur la taille de portée: caractères des portées à la naissance et au sevrage"	"Authors: JM Brun"	""	"No Co-Author"	"15 November 1993"	"(To access the full article  please see PDF)"	"Full Article"	"                                                   Research                                            Open Access                                                              Published: 15 November 1993                         Paramètres du croisement entre 3 souches de lapin et analyse de la réponse à une sélection sur la taille de portée: caractères des portées à la naissance et au sevrage                         JM Brun                                   Genetics Selection Evolution                              volume 25  Article number: 459 (1993)             Cite this article                                                                                                      1260 Accesses                                                                                                     2 Citations                                                                                             Metrics details                                                                                                                                      Brun  J. Paramètres du croisement entre 3 souches de lapin et analyse de la réponse à une sélection sur la taille de portée: caractères des portées à la naissance et au sevrage.                      459 (1993). https://doi.org/10.1186/1297-9686-25-5-459  Received Accepted Published  Full Article"
"Influence of breed on reactivity of sheep to humans"	"Authors: P Le Neindre  P Poindron  G Trillat and P Orgeur"	""	"No Co-Author"	"15 November 1993"	"(To access the full article  please see PDF)"	"Full Article"	"                                                   Research                                            Open Access                                                              Published: 15 November 1993                         Influence of breed on reactivity of sheep to humans                         P Le Neindre  P Poindron  G Trillat & P Orgeur                                   Genetics Selection Evolution                              volume 25  Article number: 447 (1993)             Cite this article                                                                                                      1416 Accesses                                                                                                     34 Citations                                                                                             Metrics details                                                                                                                                      Le Neindre  P.  Poindron  P.  Trillat  G.  Influence of breed on reactivity of sheep to humans.                      447 (1993). https://doi.org/10.1186/1297-9686-25-5-447  Received Accepted Published  Full Article"
"A genetic analysis of variable number of tandem repeats (VNTR) polymorphism in the horse"	"Authors: G Guérin  M Bertaud  B Billoud and JC Mériaux"	""	"No Co-Author"	"15 November 1993"	"(To access the full article  please see PDF)"	"Genetic Analysis  Variable Number  Tandem Repeat  Full Article"	"                                                   Research                                            Open Access                                                              Published: 15 November 1993                         A genetic analysis of variable number of tandem repeats (VNTR) polymorphism in the horse                         G Guérin  M Bertaud  B Billoud & JC Mériaux                                   Genetics Selection Evolution                              volume 25  Article number: 435 (1993)             Cite this article                                                                                                      1364 Accesses                                                                                                     1 Citations                                                                                             Metrics details                                                                                                                                      Guérin  G.  Bertaud  M.  Billoud  B.  A genetic analysis of variable number of tandem repeats (VNTR) polymorphism in the horse.                      435 (1993). https://doi.org/10.1186/1297-9686-25-5-435  Received Accepted Published  Genetic Analysis  Variable Number  Tandem Repeat  Full Article"
"A genetic evaluation of male reproductive fitness at early and late age in Drosophila melanogaster treated with a mutagen"	"Authors: T Björklund  G Engström and LE Liljedahl"	""	"No Co-Author"	"15 November 1993"	"(To access the full article  please see PDF)"	"Full Article  Genetic Evaluation  Reproductive Fitness"	"                                                   Research                                            Open Access                                                              Published: 15 November 1993                         A genetic evaluation of male reproductive fitness at early and late age in Drosophila melanogaster treated with a mutagen                         T Björklund  G Engström & LE Liljedahl                                   Genetics Selection Evolution                              volume 25  Article number: 421 (1993)             Cite this article                                                                                                      840 Accesses                                                                                                              Metrics details                                                                                                                                      Björklund  T.  Engström  G. & Liljedahl  L. A genetic evaluation of male reproductive fitness at early and late age in  treated with a mutagen.                      421 (1993). https://doi.org/10.1186/1297-9686-25-5-421  Received Accepted Published  Full Article  Genetic Evaluation  Reproductive Fitness"
"A new Robertsonian translocation in Blonde d'Aquitaine cattle  rob(4;10)"	"Authors: I Bahri-Darwich  EP Cribiu  HM Berland and R Darré"	""	"No Co-Author"	"15 November 1993"	"(To access the full article  please see PDF)"	"Full Article  Robertsonian Translocation"	"                                                   Research                                            Open Access                                                              Published: 15 November 1993                         A new Robertsonian translocation in Blonde d'Aquitaine cattle  rob(4;10)                         I Bahri-Darwich  EP Cribiu  HM Berland & R Darré                                   Genetics Selection Evolution                              volume 25  Article number: 413 (1993)             Cite this article                                                                                                      1664 Accesses                                                                                                     12 Citations                                                                                             Metrics details                                                                                                                                      Bahri-Darwich  I.  Cribiu  E.  Berland  H.  A new Robertsonian translocation in  cattle  rob(4;10).                      413 (1993). https://doi.org/10.1186/1297-9686-25-5-413  Received Accepted Published  Full Article  Robertsonian Translocation"
"Polymorphism of ß-casein in the Creole goat of Guadeloupe: evidence for a null allele"	"Authors: MF Mahé and F Grosclaude"	""	"No Co-Author"	"15 September 1993"	"(To access the full article  please see PDF)"	"Null Allele  Full Article  Creole Goat"	"                                                   Research                                            Open Access                                                              Published: 15 September 1993                         Polymorphism of ß-casein in the Creole goat of Guadeloupe: evidence for a null allele                         MF Mahé & F Grosclaude                                   Genetics Selection Evolution                              volume 25  Article number: 403 (1993)             Cite this article                                                                                                      1250 Accesses                                                                                                     31 Citations                                                                                             Metrics details                                                                                                                                      Mahé  M.  Grosclaude  F. Polymorphism of -casein in the Creole goat of Guadeloupe: evidence for a null allele.                      403 (1993). https://doi.org/10.1186/1297-9686-25-4-403  Received Accepted Published  Null Allele  Full Article  Creole Goat"
