"Title"	"Authors"	"Author_Affiliation"	"Correspondence_Author"	"Publish_Date"	"Abstract"	"Keywords"	"Full_Paper"
"Genetic variation in eight Chinese cattle breeds based on the analysis of microsatellite markers"	"Authors: Weibin Sun  Hong chen  Chuzhao Lei  Xueqin Lei and Yinghan Zhang"	"College of Animal Science and Technology  Northwest A&F University  Shaanxi Key Laboratory of Molecular Biology for Agriculture  Yangling  Shaanxi  712100  PR  ChinaWeibin Sun  Hong chen  Chuzhao Lei & Yinghan Zhang Institute of Cellular and Molecular Biology  Xuzhou Normal University  Xuzhou  Jiangsu  221116  PR  ChinaHong chen Henan Sci-tech University  Luoyang  Henan  471000  PR  ChinaXueqin Lei"	"No Co-Author"	"15 November 2008"	"Genetic variability and genetic relationships were investigated among eight Chinese cattle breeds using 12 microsatellite markers. Three hundred and fifty-two alleles were detected and the average number of alleles per locus ranged from 8.33 ± 1.67 in the Jiaxian breed to 21.33 ± 5.60 in the Qinchuan breed with a mean value of 13.91. The total number of alleles per microsatellite ranged from 21 () to 40 ()  with a mean of 29.33 per locus. The fixation indices at the 12 loci in the eight breeds were very low with a mean of 0.006. A principal components analysis and the construction of a neighborjoining tree showed that these eight Chinese cattle breeds cluster into three groups i.e. the Yanbian andChineseHolstein  theNanyang and Jiaxian  and the four remaining breeds.This clustering agrees with the origin and geographical distributions of these Chinese breeds."	"Chinese cattle breed  microsatellite DNA  genetic variability  genetic relationship"	"                                                   Research                                            Open Access                                                              Published: 15 November 2008                         Genetic variation in eight Chinese cattle breeds based on the analysis of microsatellite markers                         Weibin Sun1  Hong chen1 2  Chuzhao Lei1  Xueqin Lei3 & Yinghan Zhang1                                   Genetics Selection Evolution                              volume 40  Article number: 681 (2008)             Cite this article                                                                                                      3932 Accesses                                                                                                     6 Citations                                                                                             Metrics details                                                                                                                                     Genetic variability and genetic relationships were investigated among eight Chinese cattle breeds using 12 microsatellite markers. Three hundred and fifty-two alleles were detected and the average number of alleles per locus ranged from 8.33 ± 1.67 in the Jiaxian breed to 21.33 ± 5.60 in the Qinchuan breed with a mean value of 13.91. The total number of alleles per microsatellite ranged from 21 () to 40 ()  with a mean of 29.33 per locus. The fixation indices at the 12 loci in the eight breeds were very low with a mean of 0.006. A principal components analysis and the construction of a neighborjoining tree showed that these eight Chinese cattle breeds cluster into three groups i.e. the Yanbian andChineseHolstein  theNanyang and Jiaxian  and the four remaining breeds.This clustering agrees with the origin and geographical distributions of these Chinese breeds. Correspondence to                 Weibin Sun or .  Sun  W.  chen  H.  Lei  C.  Genetic variation in eight Chinese cattle breeds based on the analysis of microsatellite markers.                      681 (2008). https://doi.org/10.1186/1297-9686-40-6-681  Received Accepted Published  Chinese cattle breed  microsatellite DNA  genetic variability  genetic relationship"
"Impact of strong selection for the PrP major gene on genetic variability of four French sheep breeds (Open Access publication)"	"Authors: Isabelle Palhiere  Mickaël Brochard  Katayoun Moazami-Goudarzi  Denis Laloë  Yves Amigues  Bertrand Bed'hom  Étienne Neuts  Cyril Leymarie  Thais Pantano  Edmond Paul Cribiu  Bernard Bibé and Étienne Verrier"	"INRA  UR631 Station d'Amélioration génétique des animaux  31326  Castanet-Tolosan  FranceIsabelle Palhiere  Étienne Neuts  Cyril Leymarie & Bernard Bibé Institut de l'É levage  Département de Génétique  78352  Jouy-en-Josas  FranceMickaël Brochard INRA  UR339 Laboratoire de génétique biochimique et cytogénétique  78352  Jouy-en-Josas  FranceKatayoun Moazami-Goudarzi & Edmond Paul Cribiu INRA  UR337 Station de génétique quantitative appliquée  78352  Jouy-en-Josas  FranceDenis Laloë LABOGENA  78352  Jouy-en-Josas  FranceYves Amigues & Thais Pantano INRA  UMR1236 Génétique et diversité animales  78352  Jouy-en-Josas  FranceBertrand Bed'hom & Étienne Verrier AgroParisTech  UMR1236 Génétique et diversité animales  75231  Paris 05  FranceBertrand Bed'hom & Étienne Verrier"	"No Co-Author"	"15 November 2008"	"Effective selection on the  gene has been implemented since October 2001 in all French sheep breeds. After four years  the ARR \"resistant\" allele frequency increased by about 35% in young males. The aim of this study was to evaluate the impact of this strong selection on genetic variability. It is focussed on four French sheep breeds and based on the comparison of two groups of 94 animals within each breed: the first group of animals was born before the selection began  and the second  3–4 years later. Genetic variability was assessed using genealogical and molecular data (29 microsatellite markers). The expected loss of genetic variability on the  gene was confirmed. Moreover  among the five markers located in the  region  only the three closest ones were affected. The evolution of the number of alleles  heterozygote deficiency within population  expected heterozygosity and the Reynolds distances agreed with the criteria from pedigree and pointed out that neutral genetic variability was not much affected. This trend depended on breed   on their initial states (population size   frequencies) and on the selection strategies for improving scrapie resistance while carrying out selection for production traits."	"genetic variability  scrapie resistance  molecular marker  pedigree  sheep"	"                                                   Research                                            Open Access                                                              Published: 15 November 2008                         Impact of strong selection for the PrP major gene on genetic variability of four French sheep breeds (Open Access publication)                         Isabelle Palhiere1  Mickaël Brochard2  Katayoun Moazami-Goudarzi3  Denis Laloë4  Yves Amigues5  Bertrand Bed'hom6 7  Étienne Neuts1  Cyril Leymarie1  Thais Pantano5  Edmond Paul Cribiu3  Bernard Bibé1 & Étienne Verrier6 7                                   Genetics Selection Evolution                              volume 40  Article number: 663 (2008)             Cite this article                                                                                                      1770 Accesses                                                                                                              Metrics details                                                                                                                                     Effective selection on the  gene has been implemented since October 2001 in all French sheep breeds. After four years  the ARR \"resistant\" allele frequency increased by about 35% in young males. The aim of this study was to evaluate the impact of this strong selection on genetic variability. It is focussed on four French sheep breeds and based on the comparison of two groups of 94 animals within each breed: the first group of animals was born before the selection began  and the second  3–4 years later. Genetic variability was assessed using genealogical and molecular data (29 microsatellite markers). The expected loss of genetic variability on the  gene was confirmed. Moreover  among the five markers located in the  region  only the three closest ones were affected. The evolution of the number of alleles  heterozygote deficiency within population  expected heterozygosity and the Reynolds distances agreed with the criteria from pedigree and pointed out that neutral genetic variability was not much affected. This trend depended on breed   on their initial states (population size   frequencies) and on the selection strategies for improving scrapie resistance while carrying out selection for production traits. Correspondence to                 .  Palhiere  I.  Brochard  M.  Moazami-Goudarzi  K.  Impact of strong selection for the  major gene on genetic variability of four French sheep breeds ().                      663 (2008). https://doi.org/10.1186/1297-9686-40-6-663  Received Accepted Published  genetic variability  scrapie resistance  molecular marker  pedigree  sheep"
"Evolution of the polymorphism at molecular markers in QTL and non-QTL regions in selected chicken lines (Open Access publication)"	"Authors: Valérie Loywyck  Bertrand Bed'hom  Marie-Hélène Pinard-van der Laan  Frédérique Pitel  Étienne Verrier and Piter Bijma"	"Génétique et Diversité Animales UMR1236  INRA/AgroParisTech  78352  Jouy-en-Josas  FranceValérie Loywyck  Bertrand Bed'hom  Marie-Hélène Pinard-van der Laan & Étienne Verrier Génétique Cellulaire UR444  INRA  31326  Castanet-Tolosan  FranceFrédérique Pitel Animal Breeding and Genomics Group  Wageningen University  6700  AH  Wageningen  The NetherlandsPiter Bijma"	"No Co-Author"	"15 November 2008"	"We investigated the joint evolution of neutral and selected genomic regions in three chicken lines selected for immune response and in one control line. We compared the evolution of polymorphism of 21 supposedly neutral microsatellite markers versus 30 microsatellite markers located in seven quantitative trait loci (QTL) regions. Divergence of lines was observed by factor analysis. Five supposedly neutral markers and 12 markers in theQTL regions showed  values greater than 0.15. However  the non-significant difference ( > 0.05) between matrices of genetic distances based on genotypes at supposedly neutral markers on the one hand  and at markers in QTL regions  on the other hand  showed that none of the markers in the QTL regions were influenced by selection. A supposedly neutral marker and a marker located in the QTL region on chromosome 14 showed temporal variations in allele frequencies that could not be explained by drift only. Finally  to confirm thatmarkers located inQTL regions on chromosomes 1  7 and 14were under the influence of selection  simulations were performed using haplotype dropping along the existing pedigree. In the zone located on chromosome 14  the simulation results confirmed that selection had an effect on the evolution of polymorphism of markers within the zone."	"selection  quantitative trait loci  hitchhiking  chicken  genetic diversity"	"                                                   Research                                            Open Access                                                              Published: 15 November 2008                         Evolution of the polymorphism at molecular markers in QTL and non-QTL regions in selected chicken lines (Open Access publication)                         Valérie Loywyck1  Bertrand Bed'hom1  Marie-Hélène Pinard-van der Laan1  Frédérique Pitel2  Étienne Verrier1 & Piter Bijma3                                   Genetics Selection Evolution                              volume 40  Article number: 639 (2008)             Cite this article                                                                                                      2343 Accesses                                                                                                              Metrics details                                                                                                                                     We investigated the joint evolution of neutral and selected genomic regions in three chicken lines selected for immune response and in one control line. We compared the evolution of polymorphism of 21 supposedly neutral microsatellite markers versus 30 microsatellite markers located in seven quantitative trait loci (QTL) regions. Divergence of lines was observed by factor analysis. Five supposedly neutral markers and 12 markers in theQTL regions showed  values greater than 0.15. However  the non-significant difference ( > 0.05) between matrices of genetic distances based on genotypes at supposedly neutral markers on the one hand  and at markers in QTL regions  on the other hand  showed that none of the markers in the QTL regions were influenced by selection. A supposedly neutral marker and a marker located in the QTL region on chromosome 14 showed temporal variations in allele frequencies that could not be explained by drift only. Finally  to confirm thatmarkers located inQTL regions on chromosomes 1  7 and 14were under the influence of selection  simulations were performed using haplotype dropping along the existing pedigree. In the zone located on chromosome 14  the simulation results confirmed that selection had an effect on the evolution of polymorphism of markers within the zone. Correspondence to                 .  Loywyck  V.  Bed'hom  B.  Pinard-van der Laan  M.  Evolution of the polymorphism at molecular markers in QTL and non-QTL regions in selected chicken lines ().                      639 (2008). https://doi.org/10.1186/1297-9686-40-6-639  Received Accepted Published  selection  quantitative trait loci  hitchhiking  chicken  genetic diversity"
"Identification of a differentially expressed gene  ACL  between Meishan × Large White and Large White × Meishan F1 hybrids and their parents"	"Authors: Zhu-Qing Ren  Yan Wang  Yong-Jie Xu  Lin-Jie Wang  Ming-Gang Lei  Bo Zuo  Feng-E Li  De-Quan Xu  Rong Zheng  Chang-Yan Deng  Si-Wen Jiang and Yuan-Zhua Xiong"	"Key Laboratory of Swine Genetics and Breeding of Ministry of Agriculture & Key Laboratory of Agriculture Animal Genetics  Breeding and Reproduction of Ministry of Education  College of Animal Science  Huazhong Agricultural University  Wuhan  430070  PR  ChinaZhu-Qing Ren  Yan Wang  Yong-Jie Xu  Lin-Jie Wang  Ming-Gang Lei  Bo Zuo  Feng-E Li  De-Quan Xu  Rong Zheng  Chang-Yan Deng  Si-Wen Jiang & Yuan-Zhua Xiong"	"No Co-Author"	"15 November 2008"	"ATP-citrate lyase (ACL)  one of the lipogenic enzymes  catalyses the formation of acetyl-coenzyme A (CoA) involved in the synthesis of fatty acid and cholesterol. In pig  very little is known about the  gene. In this work  the mRNA differential display technique was used to analyse the differences in gene expression between Meishan and Large White pigs and the F1 hybrids of both direct and reciprocal crosses. Our results show that among the differentially expressed genes  is up-regulated in the backfat of the F1 hybrids. After cloning and analysing the fulllength cDNA and the 870 bp 5'-flanking sequence of the porcine  gene  a  mutation at position -97 bp upstream of the transcription site was detected. Luciferase activity detection showed that this mutation changed the transcriptional activity. In F1 hybrids  the heterozygous genotype  was more frequent than the homozygous genotypes  and . Real-time PCR analysis showed that in Meishan pigs   mRNA expression was more abundant in individuals with genotype  than in those with genotype  or  or in Large White pigs. These results indicate that the  mutation affects  mRNA expression  probably  the activator protein 2."	"differential gene expression  ATP-citrate lyase  promoter  mutation  pigs"	"                                                   Research                                            Open Access                                                              Published: 15 November 2008                         Identification of a differentially expressed gene  ACL  between Meishan × Large White and Large White × Meishan F1 hybrids and their parents                         Zhu-Qing Ren1  Yan Wang1  Yong-Jie Xu1  Lin-Jie Wang1  Ming-Gang Lei1  Bo Zuo1  Feng-E Li1  De-Quan Xu1  Rong Zheng1  Chang-Yan Deng1  Si-Wen Jiang1 & Yuan-Zhua Xiong1                                   Genetics Selection Evolution                              volume 40  Article number: 625 (2008)             Cite this article                                                                                                      1925 Accesses                                                                                                     4 Citations                                                                                             Metrics details                                                                                                                                     ATP-citrate lyase (ACL)  one of the lipogenic enzymes  catalyses the formation of acetyl-coenzyme A (CoA) involved in the synthesis of fatty acid and cholesterol. In pig  very little is known about the  gene. In this work  the mRNA differential display technique was used to analyse the differences in gene expression between Meishan and Large White pigs and the F1 hybrids of both direct and reciprocal crosses. Our results show that among the differentially expressed genes  is up-regulated in the backfat of the F1 hybrids. After cloning and analysing the fulllength cDNA and the 870 bp 5'-flanking sequence of the porcine  gene  a  mutation at position -97 bp upstream of the transcription site was detected. Luciferase activity detection showed that this mutation changed the transcriptional activity. In F1 hybrids  the heterozygous genotype  was more frequent than the homozygous genotypes  and . Real-time PCR analysis showed that in Meishan pigs   mRNA expression was more abundant in individuals with genotype  than in those with genotype  or  or in Large White pigs. These results indicate that the  mutation affects  mRNA expression  probably  the activator protein 2. Correspondence to                 .  Ren  Z.  Wang  Y.  Xu  Y.  Identification of a differentially expressed gene    between Meishan × Large White and Large White × Meishan F1 hybrids and their parents.                      625 (2008). https://doi.org/10.1186/1297-9686-40-6-625  Received Accepted Published  differential gene expression  ATP-citrate lyase  promoter  mutation  pigs"
"Genetic variability in residual feed intake in rainbow trout clones and testing of indirect selection criteria (Open Access publication)"	"Authors: Laure Grima  Edwige Quillet  Thierry Boujard  Christèle Robert-Granié  Béatrice Chatain and Muriel Mambrini"	"INRA  Domaine de Vilvert  UR 544 Génétique des poissons  78350  Jouy-en-Josas  FranceLaure Grima  Edwige Quillet  Thierry Boujard & Muriel Mambrini Ifremer  Station d'aquaculture expérimentale  chemin de Maguelone  34250  Palavas-les-Flots  FranceLaure Grima & Béatrice Chatain INRA  UR 631 Station d'amélioration génétique des animaux  BP 52627  31320  Castanet-Tolosan  FranceChristèle Robert-Granié"	"No Co-Author"	"15 November 2008"	"Little is known about the genetic basis of residual feed intake (RFI) variation in fish  since this trait is highly sensitive to environmental influences  and feed intake of individuals is difficult to measure accurately. The purpose of this work was (i) to assess the genetic variability of RFI estimated by an X-ray technique and (ii) to develop predictive criteria for RFI. Two predictive criteria were tested: loss of body weight during feed deprivation and compensatory growth during re-feeding. Ten heterozygous rainbow trout clones were used. Individual intake and body weight were measured three times at threeweek intervals. Then  individual body weight was recorded after two cycles of a three-week feed deprivation followed by a three-week re-feeding. The ratio of the genetic variance to the phenotypic variance was found high to moderate for growth  feed intake  and RFI (/ = 0.63 ± 0.11  0.29 ± 0.11  0.29 ± 0.09  respectively). The index that integrates performances achieved during deprivation and re-feeding periods explained 59% of RFI variations. These results provide a basis for further studies on the origin of RFI differences and show that indirect criteria are good candidates for future selective breeding programs."	"rainbow trout  clone  residual feed intake  indirect criteria  selection"	"                                                   Research                                            Open Access                                                              Published: 15 November 2008                         Genetic variability in residual feed intake in rainbow trout clones and testing of indirect selection criteria (Open Access publication)                         Laure Grima1 2  Edwige Quillet1  Thierry Boujard1  Christèle Robert-Granié3  Béatrice Chatain2 & Muriel Mambrini1                                   Genetics Selection Evolution                              volume 40  Article number: 607 (2008)             Cite this article                                                                                                      1935 Accesses                                                                                                              Metrics details                                                                                                                                     Little is known about the genetic basis of residual feed intake (RFI) variation in fish  since this trait is highly sensitive to environmental influences  and feed intake of individuals is difficult to measure accurately. The purpose of this work was (i) to assess the genetic variability of RFI estimated by an X-ray technique and (ii) to develop predictive criteria for RFI. Two predictive criteria were tested: loss of body weight during feed deprivation and compensatory growth during re-feeding. Ten heterozygous rainbow trout clones were used. Individual intake and body weight were measured three times at threeweek intervals. Then  individual body weight was recorded after two cycles of a three-week feed deprivation followed by a three-week re-feeding. The ratio of the genetic variance to the phenotypic variance was found high to moderate for growth  feed intake  and RFI (/ = 0.63 ± 0.11  0.29 ± 0.11  0.29 ± 0.09  respectively). The index that integrates performances achieved during deprivation and re-feeding periods explained 59% of RFI variations. These results provide a basis for further studies on the origin of RFI differences and show that indirect criteria are good candidates for future selective breeding programs. Correspondence to                 .  Grima  L.  Quillet  E.  Boujard  T.  Genetic variability in residual feed intake in rainbow trout clones and testing of indirect selection criteria ().                      607 (2008). https://doi.org/10.1186/1297-9686-40-6-607  Received Accepted Published  rainbow trout  clone  residual feed intake  indirect criteria  selection"
"Further insights of the variance component method for detecting QTL in livestock and aquacultural species: relaxing the assumption of additive effects"	"Authors: Victor Martinez"	"Faculty of Veterinary Sciences  Universidad de Chile  Avda Santa Rosa  11735  Santiago  ChileVictor Martinez"	"No Co-Author"	"15 November 2008"	"Complex traits may show some degree of dominance at the gene level that may influence the statistical power of simple models   assuming only additive effects to detect quantitative trait loci (QTL) using the variance component method. Little has been published on this topic even in species where relatively large family sizes can be obtained  such as poultry  pigs  and aquacultural species. This is important  when the idea is to select regions likely to be harbouring dominant QTL or in marker assisted selection. In this work  we investigated the empirical power and accuracy to both detect and localise dominant QTL with or without incorporating dominance effects explicitly in the model of analysis. For this purpose  populations with variable family sizes and constant population size and different values for dominance variance were simulated. The results show that when using only additive effects there was little loss in power to detect QTL and estimates of position  using or not using dominance  were empirically unbiased. Further  there was little gain in accuracy of positioning the QTL with most scenarios except when simulating an overdominant QTL."	"QTL  additive effect  dominance  power  REML"	"                                                   Research                                            Open Access                                                              Published: 15 November 2008                         Further insights of the variance component method for detecting QTL in livestock and aquacultural species: relaxing the assumption of additive effects                         Victor Martinez1                                   Genetics Selection Evolution                              volume 40  Article number: 585 (2008)             Cite this article                                                                                                      1549 Accesses                                                                                                              Metrics details                                                                                                                                     Complex traits may show some degree of dominance at the gene level that may influence the statistical power of simple models   assuming only additive effects to detect quantitative trait loci (QTL) using the variance component method. Little has been published on this topic even in species where relatively large family sizes can be obtained  such as poultry  pigs  and aquacultural species. This is important  when the idea is to select regions likely to be harbouring dominant QTL or in marker assisted selection. In this work  we investigated the empirical power and accuracy to both detect and localise dominant QTL with or without incorporating dominance effects explicitly in the model of analysis. For this purpose  populations with variable family sizes and constant population size and different values for dominance variance were simulated. The results show that when using only additive effects there was little loss in power to detect QTL and estimates of position  using or not using dominance  were empirically unbiased. Further  there was little gain in accuracy of positioning the QTL with most scenarios except when simulating an overdominant QTL. Correspondence to                 .  Martinez  V. Further insights of the variance component method for detecting QTL in livestock and aquacultural species: relaxing the assumption of additive effects.                      585 (2008). https://doi.org/10.1186/1297-9686-40-6-585  Received Accepted Published  QTL  additive effect  dominance  power  REML"
"GSE says goodbye to paper!"	"Authors: "	""	"No Co-Author"	"15 November 2008"	"(To access the full article  please see PDF)"	""	"                                                   Editorial                                            Open Access                                                              Published: 15 November 2008                         GSE says goodbye to paper!                                                           Genetics Selection Evolution                              volume 40  Article number: 583 (2008)             Cite this article                                                                                                      1156 Accesses                                                                                                              Metrics details                                                                                                                                       GSE says goodbye to paper!.                      583 (2008). https://doi.org/10.1186/1297-9686-40-6-583  Published  "
"Erratum to Genetic and metabolic aspects of androstenone and skatole deposition in pig adipose tissue: A review"	"Authors: Annie Robic  Catherine Larzul and Michel Bonneau"	"INRA  UMR 444 de Génétique cellulaire  BP52627  31326  Castanet-Tolosan  FranceAnnie Robic INRA  UR337 Station de génétique quantitative et appliquée  78352  Jouy-en-Josas  FranceCatherine Larzul INRA  UMR1079 Systèmes d'élevage  nutrition animale et humaine  INRA-Agrocampus Rennes  Domaine de la Prise  35590  Saint-Gilles  FranceMichel Bonneau"	"No Co-Author"	"15 September 2008"	"(To access the full article  please see PDF)"	""	"                                                   Erratum                                            Open Access                                                              Published: 15 September 2008                         Erratum to Genetic and metabolic aspects of androstenone and skatole deposition in pig adipose tissue: A review                         Annie Robic1  Catherine Larzul2 & Michel Bonneau3                                   Genetics Selection Evolution                              volume 40  Article number: 581 (2008)             Cite this article                                                                                                      1189 Accesses                                                                                                     5 Citations                                                                                             Metrics details                                                                                                                                                                                                                                     The original article that this is related to.                                                                                                                   Correspondence to                 . The online version of the original article can be found at   Robic  A.  Larzul  C. & Bonneau  M. Erratum to Genetic and metabolic aspects of androstenone and skatole deposition in pig adipose tissue: A review.                      581 (2008). https://doi.org/10.1186/1297-9686-40-5-581  Published  "
"Characterization of porcine ENO3: genomic and cDNA structure  polymorphism and expression"	"Authors: Jian Wu  Donghai Zhou  Changyan Deng  Xiaoxiong Wu  Liangqi Long and Yuanzhu Xiong"	"Department of Basic Veterinary Medicine  School of Animal Sciences and School of Veterinary Medicine  Huazhong Agricultural University  Wuhan  430070  PR ChinaJian Wu  Xiaoxiong Wu & Liangqi Long College of Veterinary Medicine  Huazhong Agricultural University  Wuhan  430070  PR ChinaDonghai Zhou Key Laboratory of Swine Genetics and Breeding  Ministry of Agriculture  College of Animal Science and Technology  Huazhong Agricultural University  Wuhan  430070  PR ChinaChangyan Deng & Yuanzhu Xiong"	"No Co-Author"	"15 September 2008"	"In this study  a full-length cDNA of the porcine  gene encoding a 434 amino acid protein was isolated. It contains 12 exons over approximately 5.4 kb. Differential splicing in the 5'-untranslated sequence generates two forms of mRNA that differ from each other in the presence or absence of a 142-nucleotide fragment. Expression analysis showed that transcript 1 of  is highly expressed in liver and lung  while transcript 2 is highly expressed in skeletal muscle and heart. We provide the first evidence that in skeletal muscle expression of  is different between Yorkshire and Meishan pig breeds. Furthermore  real-time polymerase chain reaction revealed that  in Yorkshire pigs  skeletal muscle expression of transcript 1 is identical at postnatal day-1 and at other stages while that of transcript 2 is higher. Moreover  expression of transcript 1 is lower in skeletal muscle and all other tissue samples than that of transcript 2  with the exception of liver and kidney. Statistical analysis showed the existence of a polymorphism in the  gene between Chinese indigenous and introduced commercial western pig breeds and that it is associated with fat percentage  average backfat thickness  meat marbling and intramuscular fat in two different populations."	"pig                   ENO3                 polymorphism"	"                                                   Research                                            Open Access                                                              Published: 15 September 2008                         Characterization of porcine ENO3: genomic and cDNA structure  polymorphism and expression                         Jian Wu1  Donghai Zhou2  Changyan Deng3  Xiaoxiong Wu1  Liangqi Long1 & Yuanzhu Xiong3                                   Genetics Selection Evolution                              volume 40  Article number: 563 (2008)             Cite this article                                                                                                      1811 Accesses                                                                                                     4 Citations                                                                                             Metrics details                                                                                                                                     In this study  a full-length cDNA of the porcine  gene encoding a 434 amino acid protein was isolated. It contains 12 exons over approximately 5.4 kb. Differential splicing in the 5'-untranslated sequence generates two forms of mRNA that differ from each other in the presence or absence of a 142-nucleotide fragment. Expression analysis showed that transcript 1 of  is highly expressed in liver and lung  while transcript 2 is highly expressed in skeletal muscle and heart. We provide the first evidence that in skeletal muscle expression of  is different between Yorkshire and Meishan pig breeds. Furthermore  real-time polymerase chain reaction revealed that  in Yorkshire pigs  skeletal muscle expression of transcript 1 is identical at postnatal day-1 and at other stages while that of transcript 2 is higher. Moreover  expression of transcript 1 is lower in skeletal muscle and all other tissue samples than that of transcript 2  with the exception of liver and kidney. Statistical analysis showed the existence of a polymorphism in the  gene between Chinese indigenous and introduced commercial western pig breeds and that it is associated with fat percentage  average backfat thickness  meat marbling and intramuscular fat in two different populations. Correspondence to                 . Jian Wu  Donghai Zhou contributed equally to this work.  Wu  J.  Zhou  D.  Deng  C.  Characterization of porcine : genomic and cDNA structure  polymorphism and expression.                      563 (2008). https://doi.org/10.1186/1297-9686-40-5-563  Received Accepted Published  pig                   ENO3                 polymorphism"
"Prion gene (PRNP) haplotype variation in United States goat breeds (Open Access publication)"	"Authors: Stephen White  Lynn Herrmann-Hoesing  Katherine O'rourke  Daniel Waldron  Joan Rowe and Janet Alverson"	"USDA  ARS  Animal Disease Research Unit  Pullman  WA  99164  USAStephen White  Lynn Herrmann-Hoesing  Katherine O'rourke & Janet Alverson Department of Veterinary Microbiology and Pathology  Washington State University  Pullman  WA  99164  USAStephen White  Lynn Herrmann-Hoesing  Katherine O'rourke & Janet Alverson Texas Agricultural Experiment Station  San Angelo  TX  76901  USADaniel Waldron School of Veterinary Medicine  University of California  Davis  CA  95616  USAJoan Rowe USDA  APHIS  Helena  MT  59601  USAJanet Alverson"	"No Co-Author"	"15 September 2008"	"Scrapie eradication efforts cost 18 million dollars annually in the United States and rely heavily upon  genotyping of sheep. Genetic resistance might reduce goat scrapie and limit the risk of goats serving as a scrapie reservoir  so  coding sequences were examined from 446 goats of 10 breeds  8 of which had not been previously examined at . The 10 observed alleles were all related to one of two central haplotypes by a single amino acid substitution. At least five of these alleles (M142  R143  S146  H154  and K222) have been associated with increased incubation time or decreased odds of scrapie. To the best of our knowledge  neither S146 nor K222 has been found in any goats with scrapie  though further evaluation will be required to demonstrate true resistance. S146 was more common  present in several breeds at widely varying frequencies  while K222 was observed only in two dairy breeds at low frequency. Overall  this study provides frequency data on  alleles in US goats  shows the pattern of relationships between haplotypes  and demonstrates segregation of multiple scrapieassociated alleles in several breeds not examined before at ."	"scrapie  goat  polymorphism  resistance  prion"	"                                                   Research                                            Open Access                                                              Published: 15 September 2008                         Prion gene (PRNP) haplotype variation in United States goat breeds (Open Access publication)                         Stephen White1 2  Lynn Herrmann-Hoesing1 2  Katherine O'rourke1 2  Daniel Waldron3  Joan Rowe4 & Janet Alverson1 2 5                                   Genetics Selection Evolution                              volume 40  Article number: 553 (2008)             Cite this article                                                                                                      1845 Accesses                                                                                                              Metrics details                                                                                                                                     Scrapie eradication efforts cost 18 million dollars annually in the United States and rely heavily upon  genotyping of sheep. Genetic resistance might reduce goat scrapie and limit the risk of goats serving as a scrapie reservoir  so  coding sequences were examined from 446 goats of 10 breeds  8 of which had not been previously examined at . The 10 observed alleles were all related to one of two central haplotypes by a single amino acid substitution. At least five of these alleles (M142  R143  S146  H154  and K222) have been associated with increased incubation time or decreased odds of scrapie. To the best of our knowledge  neither S146 nor K222 has been found in any goats with scrapie  though further evaluation will be required to demonstrate true resistance. S146 was more common  present in several breeds at widely varying frequencies  while K222 was observed only in two dairy breeds at low frequency. Overall  this study provides frequency data on  alleles in US goats  shows the pattern of relationships between haplotypes  and demonstrates segregation of multiple scrapieassociated alleles in several breeds not examined before at . Correspondence to                 .  White  S.  Herrmann-Hoesing  L.  O'rourke  K.  Prion gene () haplotype variation in United States goat breeds .                      553 (2008). https://doi.org/10.1186/1297-9686-40-5-553  Received Accepted Published  scrapie  goat  polymorphism  resistance  prion"
