"Title"	"Authors"	"Author_Affiliation"	"Correspondence_Author"	"Publish_Date"	"Abstract"	"Keywords"	"Full_Paper"
"Genetic polymorphism of milk proteins in African Bos taurus and Bos indicus populations. Characterization of variants as1-Cn H and <U+03BA>-Cn J"	"Authors: Marie-Françoise Mahé  Guy Miranda  Rémy Queval  Abou Bado  Paul Souvenir Zafindrajaona and François Grosclaude"	""	"No Co-Author"	"30 October 1999"	"(To access the full article  please see PDF)"	"Genetic Polymorphism  Milk Protein  Full Article  Indicus Population"	"                                                   Research                                            Open Access                                                              Published: 30 October 1999                         Genetic polymorphism of milk proteins in African Bos taurus and Bos indicus populations. Characterization of variants as1-Cn H and <U+03BA>-Cn J                         Marie-Françoise Mahé  Guy Miranda  Rémy Queval  Abou Bado  Paul Souvenir Zafindrajaona & François Grosclaude                                   Genetics Selection Evolution                              volume 31  Article number: 239 (1999)             Cite this article                                                                                                      2833 Accesses                                                                                                     31 Citations                                                                                             Metrics details                                                                                                                                      Mahé  M.  Miranda  G.  Queval  R.  Genetic polymorphism of milk proteins in African  and  populations. Characterization of variants -Cn H and -Cn J.                      239 (1999). https://doi.org/10.1186/1297-9686-31-3-239  Received Accepted Published  Genetic Polymorphism  Milk Protein  Full Article  Indicus Population"
"Genetic parameters of dairy traits in the Alpine and Saanen goat breeds"	"Authors: Sophie Bélichon  Eduardo Manfredi and Agnès Piacère"	""	"No Co-Author"	"15 September 1999"	"(To access the full article  please see PDF)"	"Genetic Parameter  Full Article  Goat Breed  Saanen Goat  Dairy Trait"	"                                                   Research                                            Open Access                                                              Published: 15 September 1999                         Genetic parameters of dairy traits in the Alpine and Saanen goat breeds                         Sophie Bélichon  Eduardo Manfredi & Agnès Piacère                                   Genetics Selection Evolution                              volume 31  Article number: 529 (1999)             Cite this article                                                                                                      2220 Accesses                                                                                                     15 Citations                                                                                             Metrics details                                                                                                                                      Bélichon  S.  Manfredi  E. & Piacère  A. Genetic parameters of dairy traits in the Alpine and Saanen goat breeds.                      529 (1999). https://doi.org/10.1186/1297-9686-31-5-529  Received Accepted Published  Genetic Parameter  Full Article  Goat Breed  Saanen Goat  Dairy Trait"
"A 'G' chromosome banding study of three cupped oyster species: Crassostrea gigas  Crassostrea angulata and Crassostrea virginica (Mollusca: Bivalvia)"	"Authors: Alexandra Leitão  Catherine Thiriot-Quiévreux  Pierre Boudry and Isabel Malheiro"	""	"No Co-Author"	"15 September 1999"	"(To access the full article  please see PDF)"	"Full Article  Chromosome Banding  Oyster Species  Banding Study  Cupped Oyster"	"                                                   Research                                            Open Access                                                              Published: 15 September 1999                         A 'G' chromosome banding study of three cupped oyster species: Crassostrea gigas  Crassostrea angulata and Crassostrea virginica (Mollusca: Bivalvia)                         Alexandra Leitão  Catherine Thiriot-Quiévreux  Pierre Boudry & Isabel Malheiro                                   Genetics Selection Evolution                              volume 31  Article number: 519 (1999)             Cite this article                                                                                                      1414 Accesses                                                                                                     13 Citations                                                                                             Metrics details                                                                                                                                      Leitão  A.  Thiriot-Quiévreux  C.  Boudry  P.  A 'G' chromosome banding study of three cupped oyster species:    and  (Mollusca: Bivalvia).                      519 (1999). https://doi.org/10.1186/1297-9686-31-5-519  Received Accepted Published  Full Article  Chromosome Banding  Oyster Species  Banding Study  Cupped Oyster"
"The 5S rDNA of the bivalve Cerastoderma edule: nucleotide sequence of the repeat unit and chromosomal location relative to 18S–28S rDNA"	"Authors: Ana Insua  Ruth Freire and Josefina Méndez"	""	"No Co-Author"	"15 September 1999"	"(To access the full article  please see PDF)"	"Nucleotide  Nucleotide Sequence  Chromosomal Location  Repeat Unit  Full Article"	"                                                   Research                                            Open Access                                                              Published: 15 September 1999                         The 5S rDNA of the bivalve Cerastoderma edule: nucleotide sequence of the repeat unit and chromosomal location relative to 18S–28S rDNA                         Ana Insua  Ruth Freire & Josefina Méndez                                   Genetics Selection Evolution                              volume 31  Article number: 509 (1999)             Cite this article                                                                                                      1419 Accesses                                                                                                     20 Citations                                                                                             Metrics details                                                                                                                                      Insua  A.  Freire  R. & Méndez  J. The 5S rDNA of the bivalve : nucleotide sequence of the repeat unit and chromosomal location relative to 18S–28S rDNA.                      509 (1999). https://doi.org/10.1186/1297-9686-31-5-509  Received Accepted Published  Nucleotide  Nucleotide Sequence  Chromosomal Location  Repeat Unit  Full Article"
"Body size reaction norms in Drosophila melanogaster: temporal stability and genetic architecture in a natural population"	"Authors: Dev Karan  Jean-Philippe Morin  Emmanuelle Gravot  Brigitte Moreteau and Jean R. David"	""	"No Co-Author"	"15 September 1999"	"(To access the full article  please see PDF)"	"Body Size  Natural Population  Temporal Stability  Genetic Architecture  Reaction Norm"	"                                                   Research                                            Open Access                                                              Published: 15 September 1999                         Body size reaction norms in Drosophila melanogaster: temporal stability and genetic architecture in a natural population                         Dev Karan  Jean-Philippe Morin  Emmanuelle Gravot  Brigitte Moreteau & Jean R. David                                   Genetics Selection Evolution                              volume 31  Article number: 491 (1999)             Cite this article                                                                                                      2091 Accesses                                                                                                     33 Citations                                                                                             Metrics details                                                                                                                                      Karan  D.  Morin  J.  Gravot  E.  Body size reaction norms in : temporal stability and genetic architecture in a natural population.                      491 (1999). https://doi.org/10.1186/1297-9686-31-5-491  Received Accepted Published  Body Size  Natural Population  Temporal Stability  Genetic Architecture  Reaction Norm"
"Genetic parameters of beef traits of Limousin and Charolais progeny-tested AI sires"	"Authors: Marie-Noëlle Fouilloux  Gilles Renand  Jacques Gaillard and François Ménissier"	""	"No Co-Author"	"15 September 1999"	"(To access the full article  please see PDF)"	"Genetic Parameter  Full Article  Beef Trait"	"                                                   Research                                            Open Access                                                              Published: 15 September 1999                         Genetic parameters of beef traits of Limousin and Charolais progeny-tested AI sires                         Marie-Noëlle Fouilloux  Gilles Renand  Jacques Gaillard & François Ménissier                                   Genetics Selection Evolution                              volume 31  Article number: 465 (1999)             Cite this article                                                                                                      1452 Accesses                                                                                                     8 Citations                                                                                             Metrics details                                                                                                                                      Fouilloux  M.  Renand  G.  Gaillard  J.  Genetic parameters of beef traits of Limousin and Charolais progeny-tested AI sires.                      465 (1999). https://doi.org/10.1186/1297-9686-31-5-465  Received Accepted Published  Genetic Parameter  Full Article  Beef Trait"
"On the precision of estimation of genetic distance"	"Authors: Jean-Louis Foulley and William G. Hill"	""	"No Co-Author"	"15 September 1999"	"(To access the full article  please see PDF)"	"Genetic Distance  Full Article"	"                                                   Research                                            Open Access                                                              Published: 15 September 1999                         On the precision of estimation of genetic distance                         Jean-Louis Foulley & William G. Hill                                   Genetics Selection Evolution                              volume 31  Article number: 457 (1999)             Cite this article                                                                                                      927 Accesses                                                                                                     11 Citations                                                                                             Metrics details                                                                                                                                      Foulley  J.  Hill  W.G. On the precision of estimation of genetic distance.                      457 (1999). https://doi.org/10.1186/1297-9686-31-5-457  Received Accepted Published  Genetic Distance  Full Article"
"Regression on markers with uncertain allele transmission for QTL mapping in half-sib designs"	"Authors: Haja N. Kadarmideen and Jack C.M. Dekkers"	""	"No Co-Author"	"15 September 1999"	"(To access the full article  please see PDF)"	"Full Article  Allele Transmission"	"                                                   Research                                            Open Access                                                              Published: 15 September 1999                         Regression on markers with uncertain allele transmission for QTL mapping in half-sib designs                         Haja N. Kadarmideen & Jack C.M. Dekkers                                   Genetics Selection Evolution                              volume 31  Article number: 437 (1999)             Cite this article                                                                                                      1035 Accesses                                                                                                     4 Citations                                                                                             Metrics details                                                                                                                                      Kadarmideen  H.N.  Dekkers  J.C. Regression on markers with uncertain allele transmission for QTL mapping in half-sib designs.                      437 (1999). https://doi.org/10.1186/1297-9686-31-5-437  Received Accepted Published  Full Article  Allele Transmission"
"Breeding values for identified quantitative trait loci under selection"	"Authors: Jack C.M. Dekkers"	""	"No Co-Author"	"15 September 1999"	"(To access the full article  please see PDF)"	"Quantitative Trait Locus  Quantitative Trait  Full Article"	"                                                   Research                                            Open Access                                                              Published: 15 September 1999                         Breeding values for identified quantitative trait loci under selection                         Jack C.M. Dekkers                                   Genetics Selection Evolution                              volume 31  Article number: 421 (1999)             Cite this article                                                                                                      2240 Accesses                                                                                                     9 Citations                                                                                             Metrics details                                                                                                                                      Dekkers  J.C. Breeding values for identified quantitative trait loci under selection.                      421 (1999). https://doi.org/10.1186/1297-9686-31-5-421  Received Accepted Published  Quantitative Trait Locus  Quantitative Trait  Full Article"
"Marker assisted estimation of breeding values when marker information is missing on many animals"	"Authors: Theo H.E. Meuwissen and Mike E. Goddard"	""	"No Co-Author"	"15 July 1999"	"(To access the full article  please see PDF)"	"Full Article  Marker Information"	"                                                   Research                                            Open Access                                                              Published: 15 July 1999                         Marker assisted estimation of breeding values when marker information is missing on many animals                         Theo H.E. Meuwissen & Mike E. Goddard                                   Genetics Selection Evolution                              volume 31  Article number: 375 (1999)             Cite this article                                                                                                      957 Accesses                                                                                                     7 Citations                                                                                             Metrics details                                                                                                                                      Meuwissen  T.H.  Goddard  M.E. Marker assisted estimation of breeding values when marker information is missing on many animals.                      375 (1999). https://doi.org/10.1186/1297-9686-31-4-375  Received Accepted Published  Full Article  Marker Information"
